"千葉県","194","1.00","8","","55","0.44","412","3.30","831","6.65","135","1.08","4","0.03","8","0.06","70","0.56","-","-","2","0.02","25","0.20","-","-","20","0.69","-","-","-","-","1","0.11","1","0.11"
"東京都","427","1.05","32","","110","0.43","811","3.14","2299","8.91","218","0.84","36","0.14","44","0.17","217","0.84","-","-","14","0.05","38","0.15","-","-","21","0.58","2","0.08","5","0.20","17","0.68","-","-"
"神奈川県","399","1.29","16","","52","0.26","363","1.82","1538","7.73","205","1.03","17","0.09","23","0.12","160","0.80","3","0.02","11","0.06","45","0.23","1","0.02","45","1.07","1","0.10","1","0.10","3","0.30","-","-"
"新潟県","317","3.34","7","","55","0.92","269","4.48","1028","17.13","78","1.30","34","0.57","18","0.30","36","0.60","2","0.03","1","0.02","6","0.10","1","0.10","19","1.90","-","-","-","-","7","0.54","3","0.23"
"富山県","339","7.06","6","","8","0.28","168","5.79","414","14.28","35","1.21","13","0.45","27","0.93","13","0.45","-","-","2","0.07","1","0.03","-","-","-","-","-","-","-","-","5","1.00","-","-"
"石川県","354","7.38","8","","24","0.83","161","5.55","288","9.93","44","1.52","4","0.14","-","-","17","0.59","-","-","-","-","5","0.17","-","-","2","0.29","-","-","-","-","7","1.40","-","-"
"福井県","148","4.63","5","","13","0.59","120","5.45","224","10.18","63","2.86","3","0.14","-","-","15","0.68","-","-","4","0.18","31","1.41","-","-","3","1.00","-","-","-","-","2","0.33","-","-"
"山梨県","206","5.15","1","","1","0.04","42","1.75","179","7.46","24","1.00","2","0.08","-","-","9","0.38","-","-","-","-","-","-","-","-","2","0.22","-","-","-","-","1","0.10","1","0.10"
"長野県","358","4.11","-","","1","0.02","146","2.70","617","11.43","61","1.13","1","0.02","2","0.04","31","0.57","1","0.02","1","0.02","2","0.04","-","-","1","0.09","-","-","-","-","5","0.45","-","-"
"岐阜県","435","5.00","2","","32","0.60","53","1.00","274","5.17","24","0.45","6","0.11","4","0.08","23","0.43","-","-","2","0.04","15","0.28","-","-","2","0.20","-","-","1","0.20","3","0.60","-","-"
"静岡県","366","2.63","19","","38","0.43","119","1.34","624","7.01","88","0.99","20","0.22","4","0.04","56","0.63","-","-","2","0.02","12","0.13","-","-","8","0.36","-","-","-","-","15","1.50","3","0.30"
"愛知県","718","3.72","21","","46","0.26","182","1.01","1059","5.88","142","0.79","20","0.11","6","0.03","130","0.72","5","0.03","4","0.02","40","0.22","-","-","8","0.24","1","0.08","-","-","11","0.85","-","-"
"三重県","318","4.42","2","","16","0.36","84","1.87","495","11.00","39","0.87","6","0.13","2","0.04","35","0.78","-","-","-","-","14","0.31","-","-","1","0.08","-","-","2","0.22","4","0.44","-","-"
"滋賀県","182","3.43","3","","18","0.56","50","1.56","305","9.53","29","0.91","17","0.53","1","0.03","9","0.28","1","0.03","6","0.19","5","0.16","-","-","2","0.25","-","-","3","0.43","1","0.14","-","-"
"京都府","294","2.51","6","","11","0.15","94","1.32","442","6.23","81","1.14","3","0.04","-","-","34","0.48","-","-","4","0.06","10","0.14","-","-","14","0.88","-","-","1","0.14","1","0.14","-","-"
"大阪府","899","2.92","41","","59","0.30","430","2.15","2150","10.75","178","0.89","72","0.36","3","0.02","131","0.66","4","0.02","16","0.08","32","0.16","1","0.02","19","0.37","-","-","1","0.06","2","0.12","-","-"
"兵庫県","660","3.30","17","","55","0.43","118","0.91","1357","10.52","124","0.96","16","0.12","8","0.06","86","0.67","3","0.02","6","0.05","9","0.07","-","-","23","0.66","1","0.10","-","-","9","0.90","-","-"
"奈良県","113","2.05","7","","10","0.29","27","0.77","172","4.91","28","0.80","5","0.14","2","0.06","12","0.34","-","-","-","-","2","0.06","-","-","2","0.22","-","-","1","0.17","-","-","-","-"
"和歌山県","130","2.60","8","","3","0.10","21","0.68","184","5.94","38","1.23","-","-","-","-","24","0.77","1","0.03","3","0.10","3","0.10","2","0.50","1","0.25","-","-","1","0.09","4","0.36","2","0.18"
"鳥取県","147","5.07","-","","-","-","67","3.53","216","11.37","15","0.79","11","0.58","-","-","9","0.47","-","-","-","-","-","-","-","-","3","1.00","-","-","-","-","3","0.60","-","-"
"島根県","200","5.26","3","","4","0.17","20","0.87","388","16.87","38","1.65","83","3.61","1","0.04","13","0.57","-","-","2","0.09","1","0.04","-","-","-","-","-","-","-","-","6","0.75","-","-"
"岡山県","197","2.35","3","","10","0.19","44","0.81","649","12.02","74","1.37","2","0.04","2","0.04","34","0.63","1","0.02","14","0.26","3","0.06","-","-","2","0.17","2","0.40","-","-","1","0.20","-","-"
"広島県","267","2.34","14","","41","0.57","138","1.92","765","10.63","77","1.07","37","0.51","-","-","39","0.54","-","-","2","0.03","23","0.32","2","0.11","15","0.79","1","0.05","-","-","6","0.29","-","-"
"山口県","499","7.34","9","","24","0.51","133","2.83","366","7.79","88","1.87","9","0.19","1","0.02","44","0.94","-","-","9","0.19","6","0.13","-","-","-","-","-","-","-","-","1","0.11","-","-"
"徳島県","54","1.42","1","","3","0.13","34","1.48","207","9.00","20","0.87","-","-","-","-","21","0.91","-","-","2","0.09","4","0.17","-","-","-","-","-","-","-","-","-","-","-","-"
"香川県","85","1.73","1","","10","0.33","63","2.10","219","7.30","20","0.67","4","0.13","-","-","22","0.73","-","-","-","-","6","0.20","-","-","1","0.33","-","-","-","-","-","-","-","-"
"愛媛県","105","1.72","9","","2","0.05","58","1.57","428","11.57","87","2.35","2","0.05","6","0.16","24","0.65","-","-","1","0.03","12","0.32","-","-","14","1.75","-","-","-","-","6","1.00","-","-"
"高知県","56","1.17","3","","4","0.13","22","0.73","293","9.77","30","1.00","-","-","2","0.07","11","0.37","3","0.10","-","-","10","0.33","-","-","-","-","-","-","1","0.13","4","0.50","-","-"
"福岡県","955","4.82","44","","82","0.68","250","2.08","1050","8.75","237","1.98","310","2.58","-","-","100","0.83","-","-","14","0.12","71","0.59","1","0.04","19","0.73","-","-","2","0.13","-","-","-","-"
"佐賀県","245","6.28","7","","27","1.17","28","1.22","185","8.04","43","1.87","33","1.43","-","-","28","1.22","-","-","10","0.43","8","0.35","-","-","-","-","-","-","-","-","6","1.20","-","-"
"長崎県","525","7.50","6","","11","0.25","53","1.20","247","5.61","57","1.30","19","0.43","-","-","18","0.41","-","-","14","0.32","28","0.64","5","0.63","7","0.88","-","-","-","-","6","0.50","-","-"
"熊本県","456","5.70","8","","16","0.32","110","2.20","463","9.26","72","1.44","43","0.86","4","0.08","48","0.96","-","-","13","0.26","3","0.06","-","-","11","1.22","2","0.13","-","-","4","0.27","1","0.07"
"大分県","343","5.91","4","","27","0.75","61","1.69","706","19.61","51","1.42","17","0.47","1","0.03","29","0.81","-","-","6","0.17","15","0.42","-","-","3","0.60","-","-","-","-","4","0.36","-","-"
"宮崎県","441","7.47","30","","37","1.03","65","1.81","389","10.81","101","2.81","4","0.11","2","0.06","28","0.78","-","-","-","-","20","0.56","-","-","4","0.67","-","-","1","0.14","-","-","-","-"
"鹿児島県","496","5.33","28","","61","1.11","85","1.55","411","7.47","95","1.73","12","0.22","1","0.02","34","0.62","-","-","4","0.07","17","0.31","-","-","7","1.00","1","0.08","-","-","-","-","-","-"
"沖縄県","247","4.26","45","","7","0.21","19","0.56","116","3.41","82","2.41","178","5.24","1","0.03","11","0.32","3","0.09","5","0.15","13","0.38","1","0.10","6","0.60","-","-","2","0.29","18","2.57","1","0.14"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
