"報告数・定点当り報告数、疾病・都道府県別","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2015年18週(04月27日～05月03日)","2015年05月08日作成","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","インフルエンザ","","ＲＳウイルス感染症","","咽頭結膜熱","","Ａ群溶血性レンサ球菌咽頭炎","","感染性胃腸炎","","水痘","","手足口病","","伝染性紅斑","","突発性発しん","","百日咳","","ヘルパンギーナ","","流行性耳下腺炎","","急性出血性結膜炎","","流行性角結膜炎","","細菌性髄膜炎","","無菌性髄膜炎","","マイコプラズマ肺炎","","クラミジア肺炎","","感染性胃腸炎（ロタウイルス）",""
"","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当"
"総数","6836","1.43","515","","1734","0.57","9287","3.03","20191","6.60","1515","0.50","3524","1.15","2408","0.79","1880","0.61","70","0.02","429","0.14","1253","0.41","14","0.02","362","0.56","11","0.02","17","0.04","124","0.26","8","0.02","259","0.55"
"北海道","295","1.30","41","","112","0.78","549","3.84","567","3.97","79","0.55","52","0.36","116","0.81","53","0.37","5","0.03","2","0.01","76","0.53","1","0.03","8","0.28","-","-","-","-","6","0.26","-","-","30","1.30"
"青森県","56","0.86","6","","22","0.52","78","1.86","162","3.86","11","0.26","18","0.43","32","0.76","32","0.76","-","-","3","0.07","1","0.02","-","-","3","0.27","-","-","1","0.17","3","0.50","-","-","2","0.33"
"岩手県","146","2.25","9","","17","0.43","117","2.93","202","5.05","21","0.53","1","0.03","18","0.45","17","0.43","-","-","5","0.13","4","0.10","-","-","4","0.29","-","-","-","-","2","0.11","-","-","4","0.21"
"宮城県","102","1.07","5","","24","0.41","186","3.15","339","5.75","31","0.53","33","0.56","70","1.19","52","0.88","-","-","1","0.02","13","0.22","-","-","4","0.33","-","-","-","-","9","0.75","-","-","7","0.58"
"秋田県","213","4.02","-","","10","0.29","119","3.50","133","3.91","14","0.41","2","0.06","10","0.29","4","0.12","-","-","-","-","10","0.29","-","-","2","0.29","-","-","-","-","2","0.25","-","-","8","1.00"
"山形県","158","3.29","1","","38","1.27","153","5.10","252","8.40","20","0.67","21","0.70","20","0.67","32","1.07","1","0.03","1","0.03","21","0.70","-","-","1","0.14","-","-","-","-","-","-","-","-","4","0.40"
"福島県","262","3.40","17","","23","0.50","136","2.96","229","4.98","14","0.30","62","1.35","62","1.35","39","0.85","-","-","-","-","25","0.54","-","-","15","1.25","-","-","-","-","6","0.86","-","-","10","1.43"
"茨城県","75","0.63","1","","38","0.51","238","3.17","443","5.91","47","0.63","18","0.24","67","0.89","36","0.48","-","-","2","0.03","29","0.39","-","-","18","1.06","-","-","-","-","2","0.15","-","-","-","-"
"栃木県","42","0.55","3","","13","0.27","89","1.85","87","1.81","19","0.40","40","0.83","54","1.13","23","0.48","3","0.06","1","0.02","11","0.23","-","-","3","0.25","-","-","-","-","2","0.29","-","-","-","-"
"群馬県","107","1.09","1","","18","0.30","247","4.12","438","7.30","26","0.43","38","0.63","63","1.05","41","0.68","3","0.05","4","0.07","33","0.55","-","-","34","2.43","-","-","-","-","5","0.63","-","-","18","2.25"
"埼玉県","191","0.85","15","","86","0.60","515","3.58","1083","7.52","95","0.66","101","0.70","295","2.05","129","0.90","1","0.01","17","0.12","89","0.62","2","0.07","18","0.64","-","-","2","0.20","1","0.10","-","-","5","0.50"
"千葉県","282","1.50","6","","92","0.75","424","3.45","612","4.98","36","0.29","26","0.21","186","1.51","56","0.46","7","0.06","2","0.02","74","0.60","1","0.03","26","0.87","-","-","1","0.11","-","-","1","0.11","3","0.33"
"東京都","188","0.49","16","","124","0.52","926","3.86","1739","7.25","159","0.66","69","0.29","339","1.41","182","0.76","7","0.03","14","0.06","102","0.43","-","-","16","0.47","1","0.04","-","-","3","0.12","1","0.04","4","0.16"
"神奈川県","102","0.39","10","","60","0.36","449","2.72","916","5.55","79","0.48","70","0.42","168","1.02","98","0.59","1","0.01","9","0.05","28","0.17","-","-","32","1.07","2","0.29","1","0.14","3","0.43","-","-","4","0.57"
"新潟県","208","2.21","22","","95","1.61","260","4.41","430","7.29","36","0.61","29","0.49","62","1.05","45","0.76","6","0.10","-","-","19","0.32","-","-","4","0.40","-","-","-","-","4","0.31","3","0.23","3","0.23"
"富山県","132","2.75","2","","27","0.93","103","3.55","238","8.21","23","0.79","58","2.00","12","0.41","9","0.31","-","-","4","0.14","9","0.31","-","-","2","0.29","-","-","-","-","4","0.80","-","-","1","0.20"
"石川県","67","1.40","2","","48","1.66","134","4.62","237","8.17","12","0.41","2","0.07","37","1.28","19","0.66","-","-","-","-","69","2.38","-","-","4","0.57","-","-","-","-","2","0.40","-","-","3","0.60"
"福井県","85","2.66","4","","17","0.77","69","3.14","280","12.73","3","0.14","42","1.91","2","0.09","14","0.64","-","-","-","-","23","1.05","-","-","2","0.67","-","-","-","-","-","-","-","-","13","2.17"
"山梨県","34","0.85","2","","6","0.25","88","3.67","120","5.00","3","0.13","2","0.08","10","0.42","13","0.54","-","-","1","0.04","3","0.13","-","-","-","-","-","-","1","0.10","-","-","-","-","3","0.30"
