"富山県","568","11.83","14","0.48","25","0.86","53","1.83","116","4.00","4","0.14","4","0.14","6","0.21","14","0.48","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"石川県","577","12.02","19","0.66","14","0.48","149","5.14","136","4.69","11","0.38","-","-","8","0.28","8","0.28","-","-","3","0.10","-","-","1","0.14","-","-","-","-","1","0.20","-","-","-","-"
"福井県","456","14.25","10","0.45","3","0.14","89","4.05","97","4.41","6","0.27","8","0.36","-","-","7","0.32","-","-","3","0.14","-","-","-","-","-","-","-","-","-","-","-","-","5","0.83"
"山梨県","179","4.37","2","0.08","4","0.17","49","2.04","49","2.04","5","0.21","4","0.17","-","-","7","0.29","-","-","4","0.17","2","0.22","3","0.33","-","-","-","-","1","0.10","-","-","-","-"
"長野県","723","8.31","18","0.33","6","0.11","111","2.06","197","3.65","11","0.20","2","0.04","-","-","15","0.28","-","-","4","0.07","-","-","2","0.18","-","-","-","-","1","0.09","-","-","3","0.27"
"岐阜県","433","4.98","12","0.23","14","0.26","55","1.04","192","3.62","2","0.04","3","0.06","-","-","11","0.21","1","0.02","2","0.04","-","-","1","0.09","-","-","-","-","-","-","-","-","6","1.20"
"静岡県","479","3.45","28","0.31","22","0.25","126","1.42","319","3.58","16","0.18","-","-","11","0.12","29","0.33","1","0.01","14","0.16","-","-","7","0.32","-","-","-","-","-","-","1","0.10","-","-"
"愛知県","1141","5.85","30","0.16","24","0.13","314","1.73","717","3.94","29","0.16","5","0.03","4","0.02","43","0.24","3","0.02","28","0.15","-","-","8","0.23","-","-","-","-","2","0.13","-","-","5","0.33"
"三重県","303","4.21","21","0.47","13","0.29","119","2.64","210","4.67","16","0.36","1","0.02","1","0.02","18","0.40","1","0.02","2","0.04","-","-","1","0.08","-","-","-","-","-","-","-","-","1","0.11"
"滋賀県","261","4.92","4","0.13","8","0.25","42","1.31","131","4.09","5","0.16","5","0.16","2","0.06","12","0.38","-","-","8","0.25","-","-","6","0.75","-","-","-","-","-","-","-","-","-","-"
"京都府","532","4.22","9","0.12","11","0.14","126","1.64","308","4.00","15","0.19","8","0.10","-","-","21","0.27","-","-","7","0.09","-","-","8","0.47","-","-","-","-","2","0.29","-","-","-","-"
"大阪府","962","3.14","90","0.45","44","0.22","381","1.91","967","4.84","81","0.41","3","0.02","3","0.02","71","0.36","5","0.03","13","0.07","-","-","16","0.31","1","0.06","-","-","1","0.06","-","-","9","0.53"
"兵庫県","843","4.24","33","0.26","55","0.43","176","1.36","589","4.57","52","0.40","6","0.05","2","0.02","44","0.34","-","-","11","0.09","-","-","10","0.29","-","-","1","0.07","1","0.07","-","-","7","0.50"
"奈良県","151","2.80","19","0.56","7","0.21","55","1.62","172","5.06","4","0.12","3","0.09","3","0.09","15","0.44","-","-","1","0.03","-","-","2","0.20","-","-","-","-","2","0.33","-","-","2","0.33"
"和歌山県","129","2.63","6","0.20","1","0.03","25","0.83","93","3.10","10","0.33","1","0.03","-","-","8","0.27","-","-","2","0.07","1","0.25","-","-","-","-","-","-","-","-","-","-","3","0.27"
"鳥取県","232","8.00","7","0.37","5","0.26","93","4.89","78","4.11","8","0.42","-","-","2","0.11","11","0.58","-","-","-","-","-","-","-","-","-","-","-","-","1","0.20","-","-","2","0.40"
"島根県","232","6.11","10","0.43","3","0.13","51","2.22","130","5.65","9","0.39","2","0.09","1","0.04","5","0.22","-","-","1","0.04","-","-","-","-","-","-","-","-","-","-","-","-","4","0.50"
"岡山県","465","5.54","2","0.04","10","0.19","100","1.85","339","6.28","18","0.33","2","0.04","1","0.02","16","0.30","1","0.02","9","0.17","1","0.08","9","0.75","-","-","-","-","-","-","-","-","5","1.00"
"広島県","541","4.70","24","0.33","21","0.29","128","1.78","614","8.53","19","0.26","6","0.08","-","-","26","0.36","-","-","7","0.10","-","-","17","0.89","-","-","-","-","1","0.05","-","-","44","2.10"
"山口県","290","4.26","21","0.44","12","0.25","106","2.21","240","5.00","10","0.21","2","0.04","2","0.04","25","0.52","-","-","9","0.19","-","-","6","0.67","-","-","-","-","1","0.11","-","-","5","0.56"
"徳島県","180","4.86","9","0.39","9","0.39","41","1.78","67","2.91","4","0.17","2","0.09","-","-","13","0.57","-","-","3","0.13","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"香川県","354","7.53","7","0.25","6","0.21","47","1.68","140","5.00","16","0.57","-","-","3","0.11","6","0.21","-","-","-","-","-","-","1","0.20","-","-","-","-","-","-","-","-","2","0.40"
"愛媛県","431","7.07","11","0.30","8","0.22","124","3.35","263","7.11","9","0.24","-","-","2","0.05","15","0.41","-","-","9","0.24","-","-","8","1.00","-","-","-","-","-","-","-","-","4","0.67"
"高知県","214","4.46","12","0.40","6","0.20","40","1.33","129","4.30","2","0.07","4","0.13","2","0.07","7","0.23","-","-","1","0.03","-","-","-","-","1","0.13","-","-","4","0.50","1","0.13","1","0.13"
"福岡県","696","3.52","119","0.99","39","0.33","339","2.83","949","7.91","60","0.50","73","0.61","1","0.01","73","0.61","3","0.03","12","0.10","1","0.04","14","0.54","-","-","-","-","2","0.13","-","-","8","0.53"
"佐賀県","142","3.64","4","0.17","10","0.43","22","0.96","92","4.00","6","0.26","6","0.26","1","0.04","13","0.57","-","-","-","-","-","-","1","0.25","-","-","-","-","-","-","-","-","4","0.67"
"長崎県","254","3.63","20","0.45","7","0.16","108","2.45","246","5.59","15","0.34","24","0.55","1","0.02","14","0.32","-","-","3","0.07","-","-","2","0.25","-","-","1","0.08","2","0.17","-","-","14","1.17"
"熊本県","227","2.84","18","0.36","9","0.18","73","1.46","349","6.98","6","0.12","18","0.36","3","0.06","28","0.56","5","0.10","2","0.04","-","-","10","1.11","-","-","-","-","-","-","-","-","4","0.27"
"大分県","160","2.76","14","0.39","2","0.06","61","1.69","289","8.03","10","0.28","8","0.22","1","0.03","19","0.53","1","0.03","12","0.33","-","-","6","1.20","-","-","1","0.09","-","-","-","-","-","-"
"宮崎県","237","4.02","27","0.75","37","1.03","82","2.28","382","10.61","11","0.31","54","1.50","1","0.03","30","0.83","1","0.03","25","0.69","-","-","8","1.33","-","-","-","-","1","0.14","-","-","26","3.71"
"鹿児島県","308","3.31","64","1.16","65","1.18","143","2.60","312","5.67","16","0.29","26","0.47","4","0.07","16","0.29","1","0.02","34","0.62","-","-","6","0.86","-","-","-","-","-","-","-","-","1","0.08"
"沖縄県","642","11.26","43","1.26","4","0.12","69","2.03","103","3.03","34","1.00","7","0.21","4","0.12","19","0.56","-","-","3","0.09","-","-","7","0.78","1","0.14","1","0.14","1","0.14","1","0.14","-","-"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
