"報告数・定点当り報告数、疾病・都道府県別","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2013年20週(05月13日～05月19日)","2013年05月22日作成","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","インフルエンザ","","ＲＳウイルス感染症","","咽頭結膜熱","","Ａ群溶血性レンサ球菌咽頭炎","","感染性胃腸炎","","水痘","","手足口病","","伝染性紅斑","","突発性発しん","","百日咳","","ヘルパンギーナ","","流行性耳下腺炎","","急性出血性結膜炎","","流行性角結膜炎","","細菌性髄膜炎","","無菌性髄膜炎","","マイコプラズマ肺炎","","クラミジア肺炎",""
"","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当"
"総数","9221","1.87","358","","1561","0.49","7512","2.38","27285","8.65","4354","1.38","1568","0.50","257","0.08","2002","0.63","42","0.01","355","0.11","935","0.30","22","0.03","441","0.65","9","0.02","11","0.02","229","0.49","17","0.04"
"北海道","440","1.94","42","","97","0.68","490","3.43","946","6.62","195","1.36","5","0.03","2","0.01","41","0.29","-","-","1","0.01","16","0.11","-","-","12","0.41","1","0.04","-","-","9","0.39","-","-"
"青森県","230","3.59","1","","6","0.15","39","0.95","147","3.59","26","0.63","5","0.12","1","0.02","23","0.56","-","-","1","0.02","10","0.24","-","-","2","0.18","-","-","-","-","5","0.83","-","-"
"岩手県","109","1.70","-","","16","0.40","75","1.88","262","6.55","49","1.23","-","-","10","0.25","23","0.58","1","0.03","-","-","17","0.43","-","-","9","0.64","-","-","-","-","28","1.47","-","-"
"宮城県","116","1.25","5","","21","0.36","148","2.55","693","11.95","104","1.79","9","0.16","15","0.26","34","0.59","1","0.02","3","0.05","23","0.40","5","0.42","4","0.33","-","-","-","-","19","1.58","-","-"
"秋田県","100","1.82","5","","7","0.20","38","1.09","250","7.14","23","0.66","-","-","3","0.09","18","0.51","-","-","-","-","51","1.46","1","0.14","5","0.71","-","-","-","-","1","0.13","-","-"
"山形県","109","2.27","2","","18","0.60","108","3.60","438","14.60","50","1.67","8","0.27","1","0.03","21","0.70","-","-","1","0.03","23","0.77","-","-","-","-","-","-","-","-","4","0.40","-","-"
"福島県","169","2.22","21","","17","0.38","125","2.78","353","7.84","71","1.58","4","0.09","2","0.04","27","0.60","-","-","1","0.02","21","0.47","-","-","8","0.67","-","-","-","-","5","0.71","2","0.29"
"茨城県","24","0.20","5","","24","0.32","177","2.36","524","6.99","68","0.91","9","0.12","5","0.07","25","0.33","-","-","2","0.03","11","0.15","-","-","27","1.59","2","0.15","-","-","4","0.31","-","-"
"栃木県","48","0.63","3","","9","0.19","113","2.35","234","4.88","60","1.25","19","0.40","5","0.10","37","0.77","-","-","1","0.02","15","0.31","-","-","4","0.33","-","-","-","-","3","0.43","3","0.43"
"群馬県","177","1.81","1","","21","0.35","109","1.82","540","9.00","48","0.80","6","0.10","3","0.05","30","0.50","3","0.05","3","0.05","26","0.43","-","-","19","1.36","-","-","-","-","8","1.00","-","-"
"埼玉県","324","1.31","11","","75","0.47","508","3.19","1572","9.89","211","1.33","63","0.40","14","0.09","116","0.73","1","0.01","15","0.09","45","0.28","1","0.02","20","0.49","-","-","-","-","9","0.90","-","-"
"千葉県","122","0.58","7","","46","0.35","375","2.84","1035","7.84","150","1.14","24","0.18","14","0.11","86","0.65","2","0.02","6","0.05","31","0.23","-","-","40","1.18","1","0.11","1","0.11","3","0.33","-","-"
"東京都","308","0.74","17","","146","0.56","852","3.26","2134","8.18","247","0.95","86","0.33","40","0.15","180","0.69","2","0.01","33","0.13","57","0.22","2","0.05","20","0.53","-","-","4","0.16","6","0.24","1","0.04"
"神奈川県","377","1.15","10","","67","0.32","482","2.31","1602","7.67","293","1.40","26","0.12","24","0.11","160","0.77","1","0.00","18","0.09","48","0.23","2","0.05","71","1.65","-","-","1","0.11","1","0.11","-","-"
"新潟県","182","1.90","2","","53","0.87","291","4.77","1030","16.89","99","1.62","31","0.51","21","0.34","38","0.62","13","0.21","4","0.07","15","0.25","1","0.10","5","0.50","-","-","-","-","8","0.62","8","0.62"
"富山県","321","6.69","4","","21","0.72","131","4.52","306","10.55","43","1.48","19","0.66","24","0.83","15","0.52","-","-","8","0.28","4","0.14","-","-","3","0.43","-","-","-","-","7","1.40","-","-"
"石川県","180","3.75","2","","21","0.72","115","3.97","218","7.52","40","1.38","4","0.14","-","-","16","0.55","-","-","-","-","7","0.24","-","-","2","0.29","-","-","-","-","8","1.60","-","-"
"福井県","127","3.97","6","","12","0.55","78","3.55","249","11.32","39","1.77","10","0.45","-","-","14","0.64","1","0.05","3","0.14","33","1.50","-","-","-","-","-","-","-","-","1","0.17","-","-"
"山梨県","81","2.03","-","","2","0.08","61","2.54","171","7.13","23","0.96","14","0.58","-","-","1","0.04","-","-","1","0.04","5","0.21","-","-","6","0.67","1","0.11","-","-","2","0.22","-","-"
"長野県","263","3.02","2","","4","0.07","190","3.52","756","14.00","71","1.31","6","0.11","2","0.04","28","0.52","-","-","1","0.02","4","0.07","1","0.09","4","0.36","-","-","-","-","12","1.09","-","-"
"岐阜県","215","2.47","1","","25","0.47","50","0.94","280","5.28","34","0.64","4","0.08","2","0.04","23","0.43","-","-","-","-","20","0.38","-","-","6","0.55","-","-","-","-","2","0.40","-","-"
"静岡県","219","1.58","10","","47","0.53","138","1.55","668","7.51","97","1.09","14","0.16","5","0.06","65","0.73","-","-","7","0.08","24","0.27","-","-","3","0.14","1","0.10","-","-","4","0.40","3","0.30"
"愛知県","290","1.49","16","","91","0.50","296","1.64","1289","7.12","181","1.00","45","0.25","14","0.08","112","0.62","1","0.01","9","0.05","52","0.29","2","0.06","10","0.29","-","-","1","0.08","8","0.62","-","-"
"三重県","155","2.15","2","","31","0.69","49","1.09","438","9.73","47","1.04","30","0.67","3","0.07","37","0.82","-","-","1","0.02","9","0.20","-","-","1","0.08","-","-","-","-","1","0.11","-","-"
"滋賀県","81","1.53","3","","27","0.84","36","1.13","266","8.31","32","1.00","22","0.69","1","0.03","17","0.53","1","0.03","10","0.31","7","0.22","-","-","4","0.50","-","-","-","-","2","0.29","-","-"
"京都府","290","2.36","6","","18","0.24","114","1.54","584","7.89","81","1.09","23","0.31","-","-","24","0.32","-","-","6","0.08","6","0.08","-","-","7","0.39","-","-","-","-","-","-","-","-"
"大阪府","639","2.08","42","","67","0.34","573","2.88","2002","10.06","253","1.27","101","0.51","10","0.05","118","0.59","2","0.01","35","0.18","51","0.26","1","0.02","22","0.42","-","-","1","0.06","2","0.12","-","-"
"兵庫県","447","2.24","11","","79","0.61","227","1.76","1301","10.09","240","1.86","24","0.19","12","0.09","77","0.60","-","-","5","0.04","26","0.20","1","0.03","28","0.80","-","-","-","-","4","0.36","-","-"
"奈良県","81","1.47","1","","22","0.63","39","1.11","269","7.69","30","0.86","7","0.20","-","-","15","0.43","-","-","6","0.17","-","-","1","0.11","3","0.33","-","-","-","-","1","0.17","-","-"
"和歌山県","44","0.88","4","","12","0.39","21","0.68","198","6.39","68","2.19","2","0.06","-","-","16","0.52","-","-","1","0.03","1","0.03","-","-","-","-","-","-","-","-","4","0.36","-","-"
"鳥取県","45","1.55","-","","7","0.37","86","4.53","235","12.37","22","1.16","14","0.74","-","-","9","0.47","1","0.05","-","-","1","0.05","-","-","-","-","-","-","1","0.20","1","0.20","-","-"
"島根県","80","2.11","1","","6","0.26","38","1.65","247","10.74","33","1.43","98","4.26","-","-","18","0.78","-","-","4","0.17","-","-","-","-","-","-","1","0.13","-","-","1","0.13","-","-"
"岡山県","108","1.29","3","","14","0.26","66","1.22","601","11.13","85","1.57","14","0.26","1","0.02","31","0.57","1","0.02","18","0.33","18","0.33","-","-","2","0.17","-","-","-","-","8","1.60","-","-"
"広島県","108","0.94","21","","61","0.85","123","1.71","752","10.44","81","1.13","66","0.92","2","0.03","34","0.47","1","0.01","8","0.11","35","0.49","-","-","9","0.47","-","-","1","0.05","4","0.19","-","-"
"山口県","129","1.90","5","","12","0.26","110","2.34","331","7.04","99","2.11","20","0.43","2","0.04","41","0.87","-","-","20","0.43","4","0.09","-","-","3","0.33","-","-","-","-","4","0.44","-","-"
"徳島県","17","0.45","2","","13","0.57","26","1.13","197","8.57","25","1.09","7","0.30","1","0.04","18","0.78","1","0.04","3","0.13","2","0.09","-","-","-","-","-","-","1","0.20","-","-","-","-"
"香川県","43","0.88","1","","16","0.53","53","1.77","274","9.13","59","1.97","6","0.20","2","0.07","23","0.77","1","0.03","-","-","4","0.13","-","-","6","2.00","-","-","-","-","-","-","-","-"
"愛媛県","201","3.30","5","","5","0.14","59","1.59","450","12.16","86","2.32","4","0.11","2","0.05","27","0.73","-","-","1","0.03","17","0.46","-","-","19","2.38","-","-","-","-","2","0.33","-","-"
"高知県","20","0.42","1","","1","0.03","21","0.70","189","6.30","57","1.90","2","0.07","-","-","18","0.60","-","-","-","-","5","0.17","-","-","1","0.33","-","-","-","-","9","1.13","-","-"
"福岡県","670","3.38","23","","100","0.83","349","2.91","887","7.39","293","2.44","328","2.73","7","0.06","119","0.99","2","0.02","43","0.36","69","0.58","-","-","19","0.73","-","-","-","-","2","0.13","-","-"
"佐賀県","146","3.74","1","","46","2.00","40","1.74","124","5.39","21","0.91","46","2.00","2","0.09","26","1.13","-","-","19","0.83","12","0.52","-","-","2","0.50","1","0.17","-","-","8","1.33","-","-"
"長崎県","221","3.16","2","","24","0.55","75","1.70","279","6.34","70","1.59","39","0.89","1","0.02","28","0.64","-","-","15","0.34","32","0.73","4","0.50","5","0.63","-","-","-","-","2","0.17","-","-"
"熊本県","256","3.20","2","","28","0.56","150","3.00","478","9.56","85","1.70","98","1.96","2","0.04","64","1.28","-","-","11","0.22","5","0.10","-","-","9","1.00","-","-","-","-","6","0.40","-","-"
"大分県","165","2.84","3","","22","0.61","73","2.03","627","17.42","64","1.78","32","0.89","1","0.03","27","0.75","-","-","7","0.19","21","0.58","-","-","-","-","-","-","-","-","5","0.45","-","-"
"宮崎県","329","5.58","17","","36","1.00","80","2.22","321","8.92","115","3.19","12","0.33","-","-","39","1.08","-","-","4","0.11","21","0.58","-","-","8","1.33","-","-","-","-","-","-","-","-"
"鹿児島県","216","2.32","10","","54","0.98","80","1.45","419","7.62","112","2.04","41","0.75","-","-","33","0.60","-","-","2","0.04","20","0.36","-","-","2","0.29","-","-","-","-","2","0.17","-","-"
"沖縄県","199","3.43","19","","14","0.41","35","1.03","119","3.50","74","2.18","121","3.56","1","0.03","10","0.29","6","0.18","18","0.53","11","0.32","-","-","11","1.10","1","0.14","-","-","4","0.57","-","-"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
