"報告数・定点当り報告数、疾病・都道府県別","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021年50週(12月13日～12月19日)","2021年12月22日作成","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","インフルエンザ","","ＲＳウイルス感染症","","咽頭結膜熱","","Ａ群溶血性レンサ球菌咽頭炎","","感染性胃腸炎","","水痘","","手足口病","","伝染性紅斑","","突発性発しん","","ヘルパンギーナ","","流行性耳下腺炎","","急性出血性結膜炎","","流行性角結膜炎","","細菌性髄膜炎","","無菌性髄膜炎","","マイコプラズマ肺炎","","クラミジア肺炎","","感染性胃腸炎（ロタウイルス）",""
"","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当"
"総数","37","0.01","1151","0.36","892","0.28","2363","0.75","23396","7.42","579","0.18","3162","1.00","38","0.01","1046","0.33","854","0.27","88","0.03","2","0.00","129","0.19","11","0.02","11","0.02","8","0.02","-","-","4","0.01"
"北海道","1","0.00","89","0.64","70","0.50","177","1.26","432","3.09","60","0.43","12","0.09","-","-","22","0.16","5","0.04","5","0.04","-","-","5","0.18","-","-","-","-","1","0.04","-","-","1","0.04"
"青森県","-","-","-","-","11","0.26","8","0.19","228","5.43","6","0.14","25","0.60","-","-","8","0.19","1","0.02","-","-","-","-","-","-","1","0.17","-","-","1","0.17","-","-","-","-"
"岩手県","-","-","44","1.10","3","0.08","75","1.88","199","4.98","13","0.33","10","0.25","2","0.05","25","0.63","2","0.05","-","-","-","-","3","0.21","2","0.11","-","-","-","-","-","-","-","-"
"宮城県","-","-","5","0.09","10","0.17","26","0.45","402","6.93","19","0.33","17","0.29","1","0.02","28","0.48","21","0.36","4","0.07","-","-","2","0.17","-","-","-","-","1","0.08","-","-","-","-"
"秋田県","-","-","7","0.21","10","0.29","28","0.82","80","2.35","7","0.21","1","0.03","-","-","5","0.15","-","-","-","-","-","-","2","0.29","-","-","-","-","-","-","-","-","-","-"
"山形県","1","0.02","-","-","21","0.72","60","2.07","218","7.52","3","0.10","10","0.34","1","0.03","19","0.66","6","0.21","1","0.03","-","-","4","0.50","-","-","-","-","-","-","-","-","-","-"
"福島県","-","-","3","0.06","38","0.76","24","0.48","162","3.24","9","0.18","13","0.26","1","0.02","26","0.52","19","0.38","2","0.04","-","-","5","0.38","-","-","-","-","-","-","-","-","-","-"
"茨城県","-","-","2","0.03","16","0.21","38","0.51","357","4.76","14","0.19","44","0.59","1","0.01","15","0.20","6","0.08","1","0.01","-","-","5","0.29","-","-","-","-","-","-","-","-","-","-"
"栃木県","-","-","2","0.04","4","0.08","27","0.56","195","4.06","12","0.25","34","0.71","2","0.04","15","0.31","8","0.17","4","0.08","-","-","3","0.25","-","-","-","-","-","-","-","-","-","-"
"群馬県","-","-","4","0.07","15","0.28","33","0.61","377","6.98","2","0.04","26","0.48","-","-","18","0.33","81","1.50","3","0.06","-","-","8","0.53","-","-","-","-","-","-","-","-","1","0.11"
"埼玉県","1","0.00","27","0.17","53","0.33","79","0.49","1873","11.56","41","0.25","62","0.38","1","0.01","48","0.30","50","0.31","6","0.04","1","0.02","10","0.24","-","-","1","0.09","-","-","-","-","-","-"
"千葉県","-","-","4","0.03","18","0.14","68","0.53","768","5.95","36","0.28","43","0.33","3","0.02","38","0.29","7","0.05","6","0.05","-","-","5","0.15","-","-","-","-","-","-","-","-","-","-"
"東京都","6","0.01","14","0.05","30","0.12","106","0.41","2117","8.14","33","0.13","180","0.69","7","0.03","68","0.26","72","0.28","6","0.02","-","-","6","0.16","1","0.04","-","-","-","-","-","-","-","-"
"神奈川県","2","0.01","-","-","24","0.11","83","0.37","1323","5.96","30","0.14","128","0.58","4","0.02","73","0.33","41","0.18","9","0.04","-","-","20","0.39","-","-","2","0.18","1","0.09","-","-","-","-"
"新潟県","-","-","-","-","20","0.35","95","1.67","532","9.33","8","0.14","33","0.58","-","-","21","0.37","49","0.86","-","-","-","-","1","0.10","-","-","-","-","-","-","-","-","-","-"
"富山県","-","-","9","0.31","15","0.52","20","0.69","208","7.17","6","0.21","61","2.10","1","0.03","7","0.24","81","2.79","-","-","-","-","2","0.29","-","-","-","-","1","0.20","-","-","-","-"
"石川県","1","0.02","25","0.86","12","0.41","23","0.79","330","11.38","1","0.03","57","1.97","-","-","15","0.52","21","0.72","-","-","-","-","-","-","1","0.20","-","-","1","0.20","-","-","-","-"
"福井県","-","-","2","0.09","18","0.78","5","0.22","182","7.91","2","0.09","14","0.61","-","-","8","0.35","13","0.57","2","0.09","-","-","-","-","-","-","-","-","1","0.17","-","-","-","-"
"山梨県","1","0.02","-","-","-","-","9","0.38","169","7.04","2","0.08","8","0.33","-","-","4","0.17","6","0.25","-","-","-","-","2","0.22","-","-","1","0.10","-","-","-","-","-","-"
"長野県","-","-","22","0.42","3","0.06","28","0.53","349","6.58","11","0.21","9","0.17","1","0.02","14","0.26","15","0.28","-","-","-","-","1","0.09","-","-","-","-","-","-","-","-","-","-"
"岐阜県","-","-","3","0.06","16","0.30","18","0.34","160","3.02","4","0.08","23","0.43","-","-","16","0.30","7","0.13","1","0.02","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"静岡県","-","-","-","-","23","0.26","29","0.33","639","7.18","6","0.07","19","0.21","1","0.01","29","0.33","29","0.33","3","0.03","-","-","2","0.09","1","0.10","1","0.10","-","-","-","-","-","-"
"愛知県","-","-","8","0.04","30","0.16","146","0.80","1141","6.27","12","0.07","61","0.34","1","0.01","40","0.22","9","0.05","3","0.02","-","-","4","0.11","-","-","1","0.07","-","-","-","-","-","-"
"三重県","9","0.13","-","-","14","0.31","19","0.42","227","5.04","4","0.09","80","1.78","-","-","14","0.31","13","0.29","-","-","-","-","-","-","-","-","1","0.11","-","-","-","-","-","-"
"滋賀県","-","-","2","0.06","3","0.08","16","0.44","171","4.75","10","0.28","45","1.25","-","-","2","0.06","6","0.17","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"京都府","2","0.02","30","0.39","19","0.25","20","0.26","637","8.38","5","0.07","126","1.66","-","-","18","0.24","21","0.28","1","0.01","-","-","2","0.11","1","0.14","-","-","-","-","-","-","-","-"
"大阪府","1","0.00","44","0.22","44","0.22","87","0.44","2107","10.70","22","0.11","272","1.38","2","0.01","50","0.25","47","0.24","5","0.03","-","-","5","0.10","-","-","-","-","-","-","-","-","-","-"
"兵庫県","3","0.02","26","0.20","30","0.23","44","0.34","1538","12.02","31","0.24","130","1.02","2","0.02","34","0.27","28","0.22","2","0.02","-","-","5","0.14","-","-","2","0.14","-","-","-","-","-","-"
"奈良県","-","-","1","0.03","9","0.26","-","-","416","12.24","3","0.09","59","1.74","-","-","16","0.47","3","0.09","-","-","-","-","-","-","1","0.17","-","-","-","-","-","-","1","0.17"
"和歌山県","-","-","-","-","11","0.37","12","0.40","180","6.00","2","0.07","47","1.57","-","-","7","0.23","11","0.37","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"鳥取県","-","-","-","-","4","0.21","40","2.11","109","5.74","6","0.32","85","4.47","-","-","9","0.47","15","0.79","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"島根県","-","-","-","-","5","0.22","12","0.52","114","4.96","7","0.30","116","5.04","-","-","18","0.78","7","0.30","-","-","-","-","-","-","-","-","1","0.13","-","-","-","-","-","-"
"岡山県","3","0.04","3","0.06","9","0.17","19","0.35","296","5.48","5","0.09","49","0.91","-","-","20","0.37","2","0.04","3","0.06","-","-","2","0.17","2","0.40","-","-","-","-","-","-","-","-"
"広島県","1","0.01","56","0.78","34","0.47","34","0.47","430","5.97","14","0.19","161","2.24","-","-","26","0.36","33","0.46","1","0.01","-","-","3","0.16","-","-","-","-","-","-","-","-","-","-"
"山口県","-","-","5","0.11","15","0.33","28","0.61","447","9.72","-","-","29","0.63","-","-","25","0.54","3","0.07","1","0.02","-","-","4","0.44","-","-","-","-","-","-","-","-","-","-"
