"報告数・定点当り報告数、疾病・都道府県別","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016年06週(02月08日～02月14日)","2016年02月17日作成","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","インフルエンザ","","ＲＳウイルス感染症","","咽頭結膜熱","","Ａ群溶血性レンサ球菌咽頭炎","","感染性胃腸炎","","水痘","","手足口病","","伝染性紅斑","","突発性発しん","","百日咳","","ヘルパンギーナ","","流行性耳下腺炎","","急性出血性結膜炎","","流行性角結膜炎","","細菌性髄膜炎","","無菌性髄膜炎","","マイコプラズマ肺炎","","クラミジア肺炎","","感染性胃腸炎（ロタウイルス）",""
"","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当"
"総数","197956","39.97","1308","","1161","0.37","10448","3.31","21214","6.72","1166","0.37","95","0.03","1647","0.52","1117","0.35","40","0.01","34","0.01","2312","0.73","5","0.01","422","0.61","7","0.01","15","0.03","228","0.48","12","0.03","219","0.46"
"北海道","9712","42.97","71","","35","0.25","803","5.65","418","2.94","56","0.39","3","0.02","104","0.73","28","0.20","-","-","1","0.01","165","1.16","-","-","9","0.32","-","-","1","0.04","5","0.22","-","-","10","0.43"
"青森県","1643","25.28","4","","15","0.36","84","2.00","140","3.33","8","0.19","1","0.02","11","0.26","11","0.26","-","-","-","-","15","0.36","-","-","9","0.82","-","-","-","-","10","1.67","-","-","1","0.17"
"岩手県","2137","32.88","14","","5","0.13","249","6.23","284","7.10","10","0.25","3","0.08","4","0.10","11","0.28","3","0.08","-","-","9","0.23","1","0.07","10","0.71","-","-","-","-","5","0.26","-","-","4","0.21"
"宮城県","2440","25.68","18","","8","0.14","439","7.44","389","6.59","38","0.64","-","-","8","0.14","27","0.46","2","0.03","-","-","27","0.46","-","-","1","0.08","-","-","-","-","6","0.50","-","-","-","-"
"秋田県","983","18.20","11","","7","0.20","60","1.71","209","5.97","4","0.11","-","-","75","2.14","5","0.14","2","0.06","-","-","4","0.11","-","-","1","0.14","-","-","-","-","3","0.38","-","-","13","1.63"
"山形県","1008","21.00","3","","12","0.40","247","8.23","286","9.53","23","0.77","-","-","74","2.47","15","0.50","-","-","-","-","48","1.60","-","-","-","-","-","-","-","-","1","0.10","-","-","-","-"
"福島県","2508","32.57","20","","10","0.22","120","2.61","250","5.43","10","0.22","1","0.02","22","0.48","24","0.52","-","-","-","-","6","0.13","-","-","9","0.75","-","-","-","-","3","0.43","-","-","-","-"
"茨城県","4733","39.44","7","","25","0.33","161","2.15","630","8.40","25","0.33","3","0.04","36","0.48","18","0.24","-","-","-","-","107","1.43","-","-","13","0.76","-","-","-","-","9","0.69","-","-","1","0.08"
