"報告数・定点当り報告数、疾病・都道府県別","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2018年17週(04月23日～04月29日)","2018年05月02日作成","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","インフルエンザ","","ＲＳウイルス感染症","","咽頭結膜熱","","Ａ群溶血性レンサ球菌咽頭炎","","感染性胃腸炎","","水痘","","手足口病","","伝染性紅斑","","突発性発しん","","ヘルパンギーナ","","流行性耳下腺炎","","急性出血性結膜炎","","流行性角結膜炎","","細菌性髄膜炎","","無菌性髄膜炎","","マイコプラズマ肺炎","","クラミジア肺炎","","感染性胃腸炎（ロタウイルス）",""
"","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当"
"総数","6025","1.23","1184","0.38","1456","0.46","9110","2.91","21179","6.76","1225","0.39","956","0.30","403","0.13","1950","0.62","122","0.04","498","0.16","24","0.04","608","0.89","14","0.03","16","0.03","83","0.17","5","0.01","188","0.39"
"北海道","674","3.01","151","1.07","76","0.54","588","4.17","412","2.92","43","0.30","11","0.08","2","0.01","51","0.36","1","0.01","14","0.10","-","-","5","0.18","-","-","-","-","11","0.48","-","-","10","0.43"
"青森県","241","3.71","9","0.21","19","0.45","91","2.17","420","10.00","10","0.24","14","0.33","-","-","21","0.50","-","-","20","0.48","-","-","3","0.27","-","-","-","-","5","0.83","-","-","12","2.00"
"岩手県","455","7.00","9","0.23","16","0.40","149","3.73","180","4.50","12","0.30","4","0.10","12","0.30","18","0.45","1","0.03","13","0.33","-","-","13","0.93","-","-","-","-","4","0.21","-","-","7","0.37"
"宮城県","250","2.63","36","0.61","11","0.19","241","4.08","312","5.29","26","0.44","3","0.05","5","0.08","40","0.68","1","0.02","6","0.10","-","-","2","0.17","-","-","-","-","2","0.17","-","-","1","0.08"
"秋田県","212","3.93","4","0.11","14","0.40","52","1.49","192","5.49","4","0.11","-","-","-","-","15","0.43","-","-","5","0.14","-","-","2","0.29","-","-","-","-","14","1.75","2","0.25","4","0.50"
"山形県","188","3.92","21","0.70","13","0.43","119","3.97","235","7.83","15","0.50","7","0.23","3","0.10","23","0.77","2","0.07","4","0.13","-","-","1","0.13","-","-","-","-","1","0.10","-","-","-","-"
"福島県","296","3.57","52","1.04","23","0.46","149","2.98","230","4.60","14","0.28","6","0.12","10","0.20","40","0.80","2","0.04","7","0.14","-","-","16","1.23","-","-","-","-","1","0.14","-","-","2","0.29"
"茨城県","42","0.35","10","0.13","36","0.48","226","3.01","307","4.09","25","0.33","6","0.08","1","0.01","37","0.49","3","0.04","9","0.12","-","-","30","1.76","-","-","-","-","7","0.54","-","-","2","0.15"
"栃木県","48","0.63","16","0.33","19","0.40","122","2.54","248","5.17","13","0.27","5","0.10","18","0.38","25","0.52","-","-","-","-","-","-","7","0.58","-","-","1","0.14","1","0.14","-","-","-","-"
"群馬県","82","0.93","16","0.30","31","0.57","234","4.33","347","6.43","18","0.33","12","0.22","1","0.02","31","0.57","4","0.07","9","0.17","-","-","27","1.80","-","-","-","-","-","-","-","-","8","0.89"
"埼玉県","175","0.69","54","0.34","79","0.49","721","4.51","1280","8.00","142","0.89","19","0.12","33","0.21","106","0.66","1","0.01","13","0.08","-","-","28","0.72","-","-","1","0.09","-","-","-","-","5","0.45"
"千葉県","110","0.55","27","0.21","64","0.51","370","2.94","605","4.80","71","0.56","4","0.03","18","0.14","59","0.47","5","0.04","16","0.13","1","0.03","14","0.44","1","0.11","-","-","1","0.11","-","-","3","0.33"
"東京都","298","0.73","74","0.29","100","0.39","907","3.52","1774","6.88","71","0.28","29","0.11","101","0.39","194","0.75","5","0.02","24","0.09","-","-","22","0.58","1","0.04","-","-","1","0.04","1","0.04","6","0.24"
"神奈川県","198","0.61","39","0.19","73","0.35","542","2.62","1183","5.71","116","0.56","21","0.10","99","0.48","108","0.52","3","0.01","37","0.18","-","-","126","2.74","-","-","1","0.10","1","0.10","-","-","5","0.50"
"新潟県","301","3.34","69","1.21","42","0.74","334","5.86","289","5.07","14","0.25","7","0.12","8","0.14","34","0.60","-","-","18","0.32","2","0.20","25","2.50","-","-","2","0.15","1","0.08","-","-","-","-"
"富山県","75","1.56","5","0.17","14","0.48","65","2.24","156","5.38","16","0.55","-","-","8","0.28","15","0.52","-","-","3","0.10","4","0.57","1","0.14","-","-","-","-","-","-","-","-","1","0.20"
"石川県","99","2.06","6","0.21","25","0.86","102","3.52","180","6.21","9","0.31","3","0.10","6","0.21","15","0.52","1","0.03","1","0.03","-","-","4","0.57","-","-","-","-","5","1.00","-","-","-","-"
"福井県","69","1.97","8","0.36","13","0.59","93","4.23","112","5.09","3","0.14","5","0.23","3","0.14","14","0.64","1","0.05","5","0.23","-","-","-","-","1","0.17","1","0.17","-","-","-","-","4","0.67"
"山梨県","66","1.61","-","-","2","0.08","41","1.71","112","4.67","1","0.04","1","0.04","3","0.13","8","0.33","1","0.04","3","0.13","-","-","14","1.56","-","-","-","-","1","0.10","-","-","4","0.40"
"長野県","172","1.98","5","0.09","15","0.28","186","3.44","357","6.61","18","0.33","3","0.06","5","0.09","30","0.56","2","0.04","6","0.11","-","-","4","0.36","1","0.10","-","-","2","0.20","-","-","4","0.40"
"岐阜県","48","0.55","5","0.09","19","0.36","54","1.02","317","5.98","9","0.17","-","-","-","-","22","0.42","4","0.08","-","-","-","-","1","0.09","-","-","-","-","2","0.40","-","-","5","1.00"
"静岡県","92","0.66","30","0.34","23","0.26","182","2.04","422","4.74","15","0.17","9","0.10","7","0.08","48","0.54","8","0.09","21","0.24","-","-","12","0.55","-","-","2","0.20","-","-","2","0.20","1","0.10"
"愛知県","158","0.81","41","0.23","43","0.24","404","2.23","999","5.52","54","0.30","12","0.07","9","0.05","95","0.52","-","-","13","0.07","-","-","13","0.38","-","-","-","-","4","0.27","-","-","6","0.40"
"三重県","28","0.39","9","0.20","14","0.31","146","3.24","279","6.20","6","0.13","5","0.11","1","0.02","34","0.76","-","-","2","0.04","-","-","-","-","-","-","-","-","1","0.11","-","-","1","0.11"
"滋賀県","68","1.31","7","0.23","11","0.35","28","0.90","181","5.84","23","0.74","4","0.13","1","0.03","15","0.48","3","0.10","9","0.29","1","0.13","3","0.38","-","-","-","-","-","-","-","-","-","-"
