"報告数・定点当り報告数、疾病・都道府県別","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016年42週(10月17日～10月23日)","2016年10月26日作成","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","インフルエンザ","","ＲＳウイルス感染症","","咽頭結膜熱","","Ａ群溶血性レンサ球菌咽頭炎","","感染性胃腸炎","","水痘","","手足口病","","伝染性紅斑","","突発性発しん","","百日咳","","ヘルパンギーナ","","流行性耳下腺炎","","急性出血性結膜炎","","流行性角結膜炎","","細菌性髄膜炎","","無菌性髄膜炎","","マイコプラズマ肺炎","","クラミジア肺炎","","感染性胃腸炎（ロタウイルス）",""
"","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当"
"総数","1843","0.37","5989","","694","0.22","5418","1.72","13742","4.36","922","0.29","3267","1.04","410","0.13","1341","0.43","74","0.02","1276","0.40","4007","1.27","3","0.00","620","0.89","9","0.02","37","0.08","758","1.61","1","0.00","8","0.02"
"北海道","75","0.33","224","","24","0.17","352","2.48","197","1.39","97","0.68","60","0.42","10","0.07","45","0.32","4","0.03","59","0.42","113","0.80","-","-","15","0.52","-","-","-","-","42","1.83","-","-","1","0.04"
"青森県","-","-","43","","6","0.14","68","1.62","85","2.02","2","0.05","12","0.29","3","0.07","16","0.38","1","0.02","32","0.76","16","0.38","-","-","10","0.91","-","-","-","-","18","3.00","-","-","-","-"
"岩手県","3","0.05","105","","14","0.35","68","1.70","99","2.48","16","0.40","9","0.23","3","0.08","15","0.38","-","-","28","0.70","34","0.85","-","-","4","0.29","-","-","-","-","25","1.32","-","-","-","-"
"宮城県","10","0.11","182","","2","0.03","147","2.49","177","3.00","20","0.34","97","1.64","3","0.05","24","0.41","-","-","45","0.76","7","0.12","-","-","6","0.50","1","0.08","-","-","15","1.25","-","-","-","-"
"秋田県","17","0.31","73","","1","0.03","32","0.91","65","1.86","7","0.20","1","0.03","-","-","5","0.14","1","0.03","23","0.66","6","0.17","-","-","2","0.29","-","-","-","-","9","1.13","-","-","-","-"
"山形県","4","0.08","154","","3","0.10","112","3.73","93","3.10","13","0.43","14","0.47","-","-","13","0.43","1","0.03","32","1.07","54","1.80","-","-","1","0.13","-","-","-","-","7","0.70","-","-","-","-"
"福島県","7","0.09","201","","2","0.04","58","1.26","78","1.70","14","0.30","35","0.76","5","0.11","23","0.50","1","0.02","26","0.57","14","0.30","-","-","10","0.83","-","-","-","-","7","1.00","-","-","-","-"
"茨城県","45","0.38","135","","3","0.04","106","1.41","258","3.44","24","0.32","64","0.85","13","0.17","17","0.23","1","0.01","21","0.28","23","0.31","-","-","20","1.18","-","-","-","-","24","1.85","-","-","-","-"
"栃木県","35","0.46","102","","3","0.06","53","1.10","168","3.50","12","0.25","41","0.85","12","0.25","23","0.48","-","-","13","0.27","24","0.50","-","-","12","1.00","-","-","-","-","10","1.43","-","-","-","-"
"群馬県","43","0.45","95","","3","0.05","141","2.43","183","3.16","11","0.19","52","0.90","2","0.03","18","0.31","3","0.05","33","0.57","64","1.10","-","-","14","1.00","-","-","-","-","30","3.75","-","-","-","-"
"埼玉県","52","0.21","310","","27","0.17","295","1.86","639","4.02","66","0.42","189","1.19","16","0.10","86","0.54","-","-","73","0.46","222","1.40","-","-","25","0.61","-","-","-","-","28","2.80","-","-","2","0.20"
"千葉県","106","0.50","152","","11","0.08","351","2.62","442","3.30","33","0.25","338","2.52","9","0.07","61","0.46","6","0.04","44","0.33","100","0.75","-","-","18","0.53","-","-","-","-","16","1.78","-","-","-","-"
"東京都","117","0.28","436","","62","0.24","491","1.88","1338","5.13","91","0.35","371","1.42","22","0.08","130","0.50","9","0.03","144","0.55","247","0.95","-","-","21","0.54","1","0.04","2","0.08","41","1.64","1","0.04","1","0.04"
"神奈川県","119","0.36","238","","29","0.14","315","1.50","1071","5.10","56","0.27","302","1.44","17","0.08","79","0.38","4","0.02","69","0.33","256","1.22","-","-","79","1.58","-","-","2","0.22","14","1.56","-","-","-","-"
"新潟県","5","0.05","216","","15","0.26","85","1.47","180","3.10","18","0.31","17","0.29","18","0.31","28","0.48","4","0.07","26","0.45","223","3.84","-","-","5","0.50","-","-","-","-","15","1.15","-","-","-","-"
"富山県","22","0.47","70","","7","0.24","23","0.79","100","3.45","8","0.28","8","0.28","3","0.10","4","0.14","-","-","8","0.28","116","4.00","-","-","1","0.14","-","-","-","-","9","1.80","-","-","-","-"
"石川県","12","0.25","81","","13","0.45","69","2.38","143","4.93","8","0.28","30","1.03","1","0.03","14","0.48","-","-","5","0.17","29","1.00","-","-","5","0.71","-","-","-","-","15","3.00","-","-","-","-"
"福井県","27","0.84","65","","7","0.32","22","1.00","94","4.27","3","0.14","3","0.14","-","-","6","0.27","-","-","8","0.36","18","0.82","-","-","1","0.33","1","0.17","-","-","11","1.83","-","-","-","-"
"山梨県","3","0.07","67","","-","-","34","1.42","48","2.00","6","0.25","20","0.83","2","0.08","8","0.33","-","-","4","0.17","24","1.00","-","-","2","0.22","-","-","1","0.10","9","0.90","-","-","-","-"
"長野県","11","0.13","75","","1","0.02","92","1.70","162","3.00","17","0.31","36","0.67","10","0.19","21","0.39","5","0.09","24","0.44","95","1.76","-","-","23","2.09","-","-","-","-","25","2.27","-","-","-","-"
"岐阜県","17","0.20","68","","17","0.32","36","0.68","106","2.00","7","0.13","30","0.57","3","0.06","13","0.25","1","0.02","15","0.28","77","1.45","-","-","26","2.36","-","-","2","0.40","33","6.60","-","-","-","-"
"静岡県","28","0.20","174","","11","0.12","242","2.72","335","3.76","20","0.22","70","0.79","5","0.06","36","0.40","-","-","31","0.35","90","1.01","-","-","15","0.71","-","-","1","0.10","16","1.60","-","-","-","-"
"愛知県","55","0.28","330","","30","0.17","260","1.44","520","2.87","36","0.20","146","0.81","18","0.10","63","0.35","-","-","60","0.33","126","0.70","-","-","29","0.85","1","0.07","-","-","38","2.71","-","-","-","-"
"三重県","5","0.07","105","","8","0.18","58","1.29","271","6.02","9","0.20","15","0.33","24","0.53","28","0.62","1","0.02","9","0.20","13","0.29","1","0.08","3","0.25","-","-","-","-","16","1.78","-","-","-","-"
"滋賀県","10","0.19","29","","5","0.16","29","0.91","132","4.13","6","0.19","23","0.72","-","-","12","0.38","2","0.06","16","0.50","31","0.97","-","-","-","-","1","0.14","-","-","3","0.43","-","-","-","-"
"京都府","14","0.11","79","","24","0.32","89","1.20","294","3.97","13","0.18","44","0.59","3","0.04","14","0.19","-","-","10","0.14","90","1.22","1","0.06","6","0.33","-","-","1","0.14","7","1.00","-","-","-","-"
"大阪府","45","0.15","579","","54","0.27","317","1.59","856","4.28","56","0.28","131","0.66","24","0.12","90","0.45","5","0.03","43","0.22","513","2.57","1","0.02","57","1.10","-","-","3","0.18","51","3.00","-","-","-","-"
"兵庫県","37","0.19","186","","66","0.52","112","0.88","692","5.45","42","0.33","46","0.36","14","0.11","36","0.28","3","0.02","27","0.21","255","2.01","-","-","9","0.26","1","0.09","3","0.27","19","1.73","-","-","-","-"
"奈良県","9","0.17","54","","5","0.15","47","1.38","136","4.00","8","0.24","23","0.68","3","0.09","13","0.38","-","-","1","0.03","72","2.12","-","-","17","1.70","-","-","-","-","20","3.33","-","-","-","-"
