"報告数・定点当り報告数、疾病・都道府県別","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2014年13週(03月24日～03月30日)","2014年04月02日作成","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","インフルエンザ","","ＲＳウイルス感染症","","咽頭結膜熱","","Ａ群溶血性レンサ球菌咽頭炎","","感染性胃腸炎","","水痘","","手足口病","","伝染性紅斑","","突発性発しん","","百日咳","","ヘルパンギーナ","","流行性耳下腺炎","","急性出血性結膜炎","","流行性角結膜炎","","細菌性髄膜炎","","無菌性髄膜炎","","マイコプラズマ肺炎","","クラミジア肺炎","","感染性胃腸炎（ロタウイルス）",""
"","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当"
"総数","59954","12.13","641","","1026","0.33","5269","1.68","17912","5.70","3189","1.01","241","0.08","420","0.13","1410","0.45","32","0.01","86","0.03","787","0.25","14","0.02","339","0.49","11","0.02","14","0.03","114","0.24","5","0.01","132","0.28"
"北海道","3057","13.47","35","","42","0.29","392","2.74","289","2.02","130","0.91","3","0.02","3","0.02","37","0.26","2","0.01","-","-","16","0.11","-","-","18","0.62","1","0.04","-","-","1","0.04","-","-","6","0.26"
"青森県","1245","19.45","6","","8","0.20","75","1.83","144","3.51","40","0.98","-","-","7","0.17","17","0.41","-","-","-","-","5","0.12","3","0.27","4","0.36","-","-","-","-","11","1.83","-","-","9","1.50"
"岩手県","1416","22.13","1","","2","0.05","77","1.93","285","7.13","36","0.90","1","0.03","6","0.15","11","0.28","-","-","-","-","10","0.25","-","-","5","0.36","-","-","-","-","7","0.37","-","-","6","0.32"
"宮城県","1734","18.65","1","","7","0.12","102","1.76","292","5.03","49","0.84","2","0.03","37","0.64","36","0.62","-","-","-","-","9","0.16","-","-","4","0.33","1","0.08","-","-","13","1.08","-","-","2","0.17"
"秋田県","831","15.11","-","","4","0.11","34","0.97","158","4.51","30","0.86","-","-","9","0.26","2","0.06","1","0.03","-","-","2","0.06","-","-","3","0.43","-","-","1","0.13","2","0.25","-","-","4","0.50"
"山形県","965","20.10","-","","10","0.33","110","3.67","318","10.60","25","0.83","-","-","5","0.17","14","0.47","-","-","-","-","9","0.30","-","-","2","0.25","-","-","1","0.10","3","0.30","-","-","-","-"
"福島県","1434","18.87","29","","8","0.18","61","1.36","179","3.98","29","0.64","2","0.04","10","0.22","31","0.69","-","-","-","-","42","0.93","-","-","3","0.25","-","-","-","-","4","0.57","-","-","2","0.29"
"茨城県","1552","12.93","1","","18","0.24","115","1.53","592","7.89","57","0.76","-","-","11","0.15","19","0.25","-","-","-","-","6","0.08","1","0.06","15","0.88","1","0.08","-","-","1","0.08","-","-","2","0.15"
"栃木県","892","11.74","-","","7","0.15","32","0.67","90","1.88","40","0.83","-","-","1","0.02","22","0.46","1","0.02","-","-","7","0.15","-","-","4","0.33","-","-","2","0.29","7","1.00","-","-","1","0.14"
"群馬県","1291","13.17","6","","15","0.25","121","2.02","175","2.92","57","0.95","-","-","3","0.05","19","0.32","-","-","4","0.07","6","0.10","-","-","10","0.71","-","-","-","-","1","0.13","-","-","5","0.63"
"埼玉県","2647","10.63","11","","41","0.26","314","1.97","751","4.72","136","0.86","10","0.06","27","0.17","81","0.51","4","0.03","-","-","41","0.26","4","0.10","11","0.26","-","-","-","-","3","0.30","-","-","4","0.40"
"千葉県","2334","11.01","7","","18","0.14","265","2.01","592","4.48","125","0.95","-","-","15","0.11","48","0.36","3","0.02","1","0.01","50","0.38","-","-","16","0.47","-","-","1","0.11","-","-","1","0.11","5","0.56"
"東京都","3880","9.42","35","","56","0.22","452","1.74","1125","4.33","191","0.73","8","0.03","55","0.21","134","0.52","2","0.01","1","0.00","26","0.10","1","0.03","17","0.46","-","-","-","-","2","0.08","-","-","5","0.20"
"神奈川県","2742","8.16","21","","34","0.17","217","1.06","1013","4.97","241","1.18","6","0.03","54","0.26","99","0.49","-","-","-","-","41","0.20","-","-","37","0.82","1","0.09","-","-","2","0.18","1","0.09","4","0.36"
"新潟県","1820","18.96","25","","20","0.33","226","3.70","332","5.44","119","1.95","2","0.03","80","1.31","28","0.46","-","-","1","0.02","5","0.08","-","-","5","0.50","-","-","-","-","4","0.31","-","-","2","0.15"
"富山県","859","17.90","4","","14","0.48","87","3.00","147","5.07","38","1.31","-","-","24","0.83","7","0.24","-","-","2","0.07","2","0.07","-","-","5","0.71","-","-","-","-","3","0.60","-","-","-","-"
"石川県","848","17.67","9","","37","1.28","57","1.97","126","4.34","53","1.83","4","0.14","5","0.17","12","0.41","-","-","2","0.07","17","0.59","-","-","2","0.29","-","-","-","-","-","-","-","-","-","-"
"福井県","870","27.19","13","","12","0.55","69","3.14","207","9.41","49","2.23","1","0.05","3","0.14","10","0.45","-","-","-","-","14","0.64","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"山梨県","694","17.35","-","","6","0.25","40","1.67","91","3.79","5","0.21","-","-","-","-","3","0.13","-","-","-","-","7","0.29","1","0.11","2","0.22","-","-","-","-","-","-","-","-","-","-"
"長野県","1443","16.59","3","","5","0.09","76","1.41","279","5.17","80","1.48","1","0.02","2","0.04","15","0.28","1","0.02","-","-","1","0.02","-","-","9","0.82","-","-","-","-","6","0.55","-","-","7","0.64"
"岐阜県","1116","12.83","4","","22","0.42","41","0.77","273","5.15","26","0.49","-","-","1","0.02","17","0.32","-","-","-","-","5","0.09","-","-","4","0.36","-","-","-","-","1","0.20","-","-","1","0.20"
"静岡県","1836","13.21","13","","23","0.26","89","1.00","441","4.96","111","1.25","3","0.03","4","0.04","33","0.37","-","-","-","-","12","0.13","-","-","7","0.32","-","-","-","-","3","0.30","-","-","1","0.10"
"愛知県","2663","13.73","17","","49","0.27","215","1.19","751","4.17","108","0.60","9","0.05","5","0.03","65","0.36","5","0.03","4","0.02","76","0.42","-","-","12","0.35","-","-","-","-","6","0.43","-","-","4","0.29"
"三重県","902","12.53","5","","14","0.31","41","0.91","334","7.42","52","1.16","-","-","1","0.02","18","0.40","-","-","-","-","12","0.27","-","-","2","0.17","-","-","-","-","-","-","1","0.11","-","-"
"滋賀県","453","8.55","4","","5","0.16","42","1.31","180","5.63","24","0.75","5","0.16","-","-","15","0.47","-","-","3","0.09","1","0.03","-","-","1","0.13","-","-","-","-","-","-","-","-","2","0.29"
"京都府","1123","9.36","3","","23","0.32","81","1.13","346","4.81","30","0.42","-","-","-","-","22","0.31","-","-","1","0.01","7","0.10","-","-","3","0.17","-","-","-","-","1","0.14","-","-","1","0.14"
"大阪府","2941","9.52","78","","53","0.27","354","1.77","1248","6.24","165","0.83","3","0.02","8","0.04","86","0.43","2","0.01","3","0.02","20","0.10","2","0.04","12","0.23","1","0.06","2","0.12","3","0.18","-","-","15","0.88"
"兵庫県","2110","10.71","17","","25","0.20","158","1.24","816","6.43","133","1.05","3","0.02","13","0.10","59","0.46","-","-","3","0.02","10","0.08","-","-","14","0.40","2","0.17","3","0.25","3","0.25","-","-","6","0.50"
