"報告数・定点当り報告数、疾病・都道府県別","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2018年13週(03月26日～04月01日)","2018年04月04日作成","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","インフルエンザ","","ＲＳウイルス感染症","","咽頭結膜熱","","Ａ群溶血性レンサ球菌咽頭炎","","感染性胃腸炎","","水痘","","手足口病","","伝染性紅斑","","突発性発しん","","ヘルパンギーナ","","流行性耳下腺炎","","急性出血性結膜炎","","流行性角結膜炎","","細菌性髄膜炎","","無菌性髄膜炎","","マイコプラズマ肺炎","","クラミジア肺炎","","感染性胃腸炎（ロタウイルス）",""
"","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当"
"総数","16749","3.39","1139","0.36","877","0.28","6522","2.06","14206","4.50","851","0.27","480","0.15","253","0.08","1221","0.39","41","0.01","380","0.12","18","0.03","439","0.63","6","0.01","16","0.03","74","0.16","3","0.01","198","0.42"
"北海道","1496","6.71","97","0.69","64","0.46","515","3.68","225","1.61","34","0.24","15","0.11","-","-","34","0.24","1","0.01","5","0.04","-","-","9","0.31","-","-","-","-","4","0.17","-","-","11","0.48"
"青森県","553","8.51","3","0.07","10","0.24","87","2.07","258","6.14","8","0.19","8","0.19","1","0.02","15","0.36","-","-","14","0.33","-","-","3","0.27","-","-","1","0.17","5","0.83","-","-","10","1.67"
"岩手県","624","9.60","7","0.18","8","0.20","95","2.38","127","3.18","6","0.15","2","0.05","10","0.25","15","0.38","1","0.03","8","0.20","-","-","9","0.64","-","-","-","-","-","-","-","-","2","0.11"
"宮城県","528","5.56","27","0.46","5","0.08","140","2.37","176","2.98","24","0.41","5","0.08","5","0.08","25","0.42","1","0.02","2","0.03","-","-","4","0.33","-","-","-","-","6","0.50","-","-","1","0.08"
"秋田県","580","10.74","1","0.03","2","0.06","33","0.94","52","1.49","2","0.06","3","0.09","-","-","10","0.29","-","-","5","0.14","-","-","2","0.29","-","-","-","-","2","0.25","-","-","1","0.13"
"山形県","486","10.13","8","0.27","7","0.23","80","2.67","151","5.03","7","0.23","1","0.03","7","0.23","11","0.37","1","0.03","2","0.07","-","-","-","-","-","-","-","-","2","0.20","-","-","1","0.10"
"福島県","616","8.00","31","0.67","18","0.39","71","1.54","74","1.61","20","0.43","4","0.09","4","0.09","14","0.30","1","0.02","4","0.09","2","0.17","12","1.00","-","-","1","0.14","1","0.14","-","-","2","0.29"
"茨城県","233","1.94","12","0.16","19","0.25","143","1.91","252","3.36","13","0.17","1","0.01","2","0.03","23","0.31","2","0.03","1","0.01","-","-","19","1.12","-","-","-","-","9","0.69","-","-","2","0.15"
"栃木県","227","2.99","7","0.15","2","0.04","71","1.48","109","2.27","16","0.33","3","0.06","6","0.13","13","0.27","-","-","5","0.10","-","-","2","0.17","-","-","-","-","2","0.29","-","-","3","0.43"
