"報告数・定点当り報告数、疾病・都道府県別","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2022年37週(09月12日～09月18日)","2022年09月21日作成","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","インフルエンザ","","ＲＳウイルス感染症","","咽頭結膜熱","","Ａ群溶血性レンサ球菌咽頭炎","","感染性胃腸炎","","水痘","","手足口病","","伝染性紅斑","","突発性発しん","","ヘルパンギーナ","","流行性耳下腺炎","","急性出血性結膜炎","","流行性角結膜炎","","細菌性髄膜炎","","無菌性髄膜炎","","マイコプラズマ肺炎","","クラミジア肺炎","","感染性胃腸炎（ロタウイルス）",""
"","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当"
"総数","111","0.02","4978","1.60","206","0.07","938","0.30","6665","2.14","221","0.07","10648","3.42","54","0.02","852","0.27","2503","0.80","110","0.04","5","0.01","157","0.23","6","0.01","7","0.01","9","0.02","3","0.01","1","0.00"
"北海道","2","0.01","124","0.89","11","0.08","48","0.34","108","0.77","34","0.24","504","3.60","1","0.01","14","0.10","203","1.45","5","0.04","-","-","4","0.14","-","-","-","-","1","0.04","-","-","-","-"
"青森県","-","-","50","1.19","-","-","1","0.02","71","1.69","1","0.02","204","4.86","-","-","10","0.24","43","1.02","1","0.02","-","-","-","-","-","-","-","-","1","0.17","-","-","-","-"
"岩手県","-","-","41","1.03","1","0.03","29","0.73","74","1.85","6","0.15","200","5.00","1","0.03","13","0.33","29","0.73","5","0.13","-","-","4","0.29","-","-","-","-","-","-","-","-","-","-"
"宮城県","-","-","95","1.64","8","0.14","5","0.09","84","1.45","1","0.02","635","10.95","-","-","24","0.41","67","1.16","2","0.03","-","-","2","0.17","-","-","1","0.08","2","0.17","-","-","-","-"
"秋田県","-","-","16","0.48","1","0.03","14","0.42","18","0.55","3","0.09","103","3.12","1","0.03","8","0.24","6","0.18","1","0.03","-","-","2","0.29","-","-","-","-","-","-","-","-","-","-"
"山形県","-","-","43","1.48","-","-","3","0.10","32","1.10","3","0.10","396","13.66","-","-","7","0.24","196","6.76","1","0.03","-","-","1","0.13","-","-","-","-","-","-","-","-","1","0.10"
"福島県","-","-","27","0.54","3","0.06","9","0.18","59","1.18","4","0.08","342","6.84","3","0.06","18","0.36","74","1.48","-","-","1","0.08","7","0.54","-","-","-","-","-","-","-","-","-","-"
"茨城県","1","0.01","186","2.48","7","0.09","29","0.39","122","1.63","3","0.04","139","1.85","3","0.04","12","0.16","24","0.32","2","0.03","-","-","11","0.65","-","-","-","-","-","-","-","-","-","-"
"栃木県","-","-","197","4.10","-","-","9","0.19","19","0.40","9","0.19","179","3.73","-","-","15","0.31","23","0.48","-","-","-","-","3","0.25","-","-","-","-","-","-","-","-","-","-"
"群馬県","-","-","65","1.23","-","-","5","0.09","117","2.21","-","-","170","3.21","-","-","18","0.34","48","0.91","3","0.06","-","-","1","0.07","-","-","-","-","-","-","-","-","-","-"
"埼玉県","11","0.05","289","1.86","8","0.05","45","0.29","454","2.93","8","0.05","782","5.05","5","0.03","51","0.33","133","0.86","7","0.05","-","-","8","0.22","-","-","-","-","-","-","-","-","-","-"
"千葉県","-","-","174","1.40","7","0.06","20","0.16","282","2.27","13","0.10","387","3.12","5","0.04","36","0.29","58","0.47","11","0.09","-","-","4","0.12","-","-","1","0.11","-","-","-","-","-","-"
"東京都","8","0.02","528","2.04","13","0.05","34","0.13","646","2.49","17","0.07","1272","4.91","10","0.04","67","0.26","317","1.22","7","0.03","-","-","6","0.16","1","0.04","-","-","-","-","2","0.08","-","-"
"神奈川県","3","0.01","236","1.15","8","0.04","49","0.24","431","2.09","15","0.07","939","4.56","1","0.00","45","0.22","175","0.85","8","0.04","-","-","23","0.51","-","-","1","0.09","-","-","-","-","-","-"
"新潟県","-","-","28","0.50","2","0.04","44","0.79","87","1.55","4","0.07","170","3.04","1","0.02","16","0.29","94","1.68","7","0.13","-","-","4","0.40","-","-","-","-","-","-","-","-","-","-"
"富山県","-","-","21","0.72","1","0.03","5","0.17","70","2.41","9","0.31","87","3.00","1","0.03","8","0.28","20","0.69","-","-","-","-","-","-","-","-","-","-","1","0.20","-","-","-","-"
"石川県","2","0.04","87","3.00","1","0.03","1","0.03","66","2.28","2","0.07","108","3.72","-","-","5","0.17","21","0.72","-","-","-","-","2","0.29","-","-","-","-","-","-","-","-","-","-"
"福井県","-","-","31","1.35","3","0.13","6","0.26","94","4.09","1","0.04","6","0.26","4","0.17","6","0.26","1","0.04","-","-","-","-","1","0.33","-","-","-","-","-","-","-","-","-","-"
"山梨県","1","0.02","37","1.54","-","-","1","0.04","47","1.96","-","-","55","2.29","-","-","4","0.17","9","0.38","-","-","-","-","3","0.33","-","-","-","-","-","-","-","-","-","-"
"長野県","8","0.09","87","1.61","1","0.02","6","0.11","92","1.70","3","0.06","307","5.69","-","-","11","0.20","53","0.98","2","0.04","-","-","3","0.27","-","-","-","-","-","-","-","-","-","-"
"岐阜県","-","-","28","0.53","7","0.13","11","0.21","57","1.08","1","0.02","204","3.85","-","-","8","0.15","17","0.32","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"静岡県","1","0.01","126","1.42","12","0.13","13","0.15","173","1.94","6","0.07","462","5.19","-","-","13","0.15","128","1.44","1","0.01","-","-","2","0.09","-","-","-","-","1","0.10","-","-","-","-"
"愛知県","7","0.04","57","0.31","7","0.04","70","0.38","299","1.64","10","0.05","939","5.16","2","0.01","33","0.18","200","1.10","4","0.02","-","-","1","0.03","-","-","1","0.07","-","-","-","-","-","-"
"三重県","-","-","99","2.20","3","0.07","7","0.16","94","2.09","2","0.04","161","3.58","-","-","15","0.33","53","1.18","3","0.07","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"滋賀県","-","-","49","1.40","1","0.03","7","0.20","62","1.77","-","-","115","3.29","-","-","8","0.23","19","0.54","3","0.09","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"京都府","2","0.02","102","1.38","6","0.08","39","0.53","105","1.42","2","0.03","117","1.58","-","-","10","0.14","16","0.22","2","0.03","-","-","4","0.22","-","-","-","-","-","-","1","0.14","-","-"
"大阪府","3","0.01","424","2.16","12","0.06","58","0.30","355","1.81","14","0.07","437","2.23","2","0.01","36","0.18","108","0.55","13","0.07","1","0.02","9","0.17","1","0.06","-","-","1","0.06","-","-","-","-"
"兵庫県","4","0.02","174","1.36","3","0.02","26","0.20","399","3.12","3","0.02","242","1.89","1","0.01","37","0.29","84","0.66","4","0.03","2","0.06","7","0.20","-","-","1","0.07","-","-","-","-","-","-"
"奈良県","-","-","100","2.94","-","-","4","0.12","69","2.03","3","0.09","58","1.71","-","-","13","0.38","9","0.26","1","0.03","-","-","1","0.10","1","0.17","-","-","-","-","-","-","-","-"
"和歌山県","3","0.06","84","2.80","3","0.10","5","0.17","37","1.23","1","0.03","52","1.73","-","-","7","0.23","11","0.37","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"鳥取県","-","-","56","2.95","1","0.05","25","1.32","46","2.42","-","-","13","0.68","-","-","3","0.16","2","0.11","-","-","-","-","1","0.20","-","-","-","-","-","-","-","-","-","-"
"島根県","-","-","13","0.57","4","0.17","2","0.09","80","3.48","2","0.09","25","1.09","-","-","9","0.39","1","0.04","-","-","-","-","-","-","2","0.25","-","-","-","-","-","-","-","-"
"岡山県","2","0.02","79","1.46","6","0.11","6","0.11","162","3.00","2","0.04","43","0.80","1","0.02","18","0.33","9","0.17","3","0.06","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"広島県","4","0.04","132","1.89","12","0.17","14","0.20","198","2.83","4","0.06","46","0.66","-","-","33","0.47","13","0.19","2","0.03","-","-","5","0.26","-","-","-","-","-","-","-","-","-","-"
"山口県","1","0.02","210","4.67","3","0.07","9","0.20","65","1.44","3","0.07","51","1.13","-","-","12","0.27","33","0.73","-","-","-","-","4","0.44","-","-","-","-","-","-","-","-","-","-"
"徳島県","-","-","85","3.70","4","0.17","1","0.04","54","2.35","1","0.04","19","0.83","-","-","10","0.43","7","0.30","-","-","-","-","1","0.25","-","-","1","0.14","-","-","-","-","-","-"
"香川県","-","-","83","2.96","2","0.07","1","0.04","95","3.39","5","0.18","10","0.36","1","0.04","13","0.46","4","0.14","1","0.04","-","-","1","0.20","-","-","-","-","-","-","-","-","-","-"
"愛媛県","-","-","111","3.00","-","-","13","0.35","114","3.08","3","0.08","39","1.05","-","-","13","0.35","3","0.08","2","0.05","-","-","12","1.50","-","-","-","-","-","-","-","-","-","-"
"高知県","1","0.02","62","2.30","2","0.07","3","0.11","51","1.89","1","0.04","16","0.59","2","0.07","1","0.04","5","0.19","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"福岡県","3","0.02","209","1.74","17","0.14","128","1.07","373","3.11","6","0.05","203","1.69","5","0.04","58","0.48","102","0.85","2","0.02","-","-","3","0.12","1","0.07","-","-","-","-","-","-","-","-"
"佐賀県","-","-","42","1.83","1","0.04","2","0.09","25","1.09","2","0.09","17","0.74","1","0.04","10","0.43","4","0.17","1","0.04","-","-","-","-","-","-","-","-","1","0.17","-","-","-","-"
"長崎県","-","-","36","0.82","-","-","74","1.68","55","1.25","3","0.07","80","1.82","-","-","9","0.20","9","0.20","1","0.02","-","-","2","0.25","-","-","1","0.08","1","0.08","-","-","-","-"
"熊本県","7","0.09","30","0.60","4","0.08","3","0.06","185","3.70","1","0.02","98","1.96","1","0.02","23","0.46","32","0.64","3","0.06","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"大分県","2","0.03","83","2.31","5","0.14","13","0.36","210","5.83","3","0.08","79","2.19","-","-","16","0.44","13","0.36","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"宮崎県","2","0.03","37","1.03","5","0.14","6","0.17","120","3.33","1","0.03","36","1.00","1","0.03","23","0.64","2","0.06","-","-","-","-","5","0.83","-","-","-","-","-","-","-","-","-","-"
"鹿児島県","1","0.01","46","0.87","4","0.08","13","0.25","136","2.57","2","0.04","72","1.36","-","-","21","0.40","19","0.36","2","0.04","-","-","4","0.57","-","-","-","-","-","-","-","-","-","-"
"沖縄県","32","0.56","59","1.74","7","0.21","22","0.65","73","2.15","4","0.12","29","0.85","1","0.03","12","0.35","6","0.18","-","-","1","0.11","6","0.67","-","-","-","-","-","-","-","-","-","-"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
