"報告数・定点当り報告数、疾病・都道府県別","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017年19週(05月08日～05月14日)","2017年05月17日作成","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","インフルエンザ","","ＲＳウイルス感染症","","咽頭結膜熱","","Ａ群溶血性レンサ球菌咽頭炎","","感染性胃腸炎","","水痘","","手足口病","","伝染性紅斑","","突発性発しん","","百日咳","","ヘルパンギーナ","","流行性耳下腺炎","","急性出血性結膜炎","","流行性角結膜炎","","細菌性髄膜炎","","無菌性髄膜炎","","マイコプラズマ肺炎","","クラミジア肺炎","","感染性胃腸炎（ロタウイルス）",""
"","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当"
"総数","6786","1.37","636","","2079","0.66","9321","2.94","22893","7.23","1779","0.56","1643","0.52","249","0.08","1849","0.58","35","0.01","307","0.10","1853","0.58","14","0.02","630","0.91","16","0.03","17","0.04","121","0.25","2","0.00","319","0.67"
"北海道","524","2.34","75","","164","1.16","573","4.06","610","4.33","104","0.74","2","0.01","7","0.05","38","0.27","6","0.04","-","-","57","0.40","-","-","11","0.38","1","0.04","-","-","1","0.04","-","-","15","0.65"
"青森県","107","1.65","2","","23","0.55","83","1.98","213","5.07","16","0.38","8","0.19","13","0.31","16","0.38","-","-","-","-","12","0.29","-","-","1","0.09","1","0.17","-","-","1","0.17","-","-","11","1.83"
"岩手県","118","1.82","4","","46","1.15","139","3.48","289","7.23","10","0.25","-","-","4","0.10","28","0.70","-","-","-","-","40","1.00","-","-","6","0.43","-","-","1","0.05","6","0.32","-","-","14","0.74"
"宮城県","205","2.14","21","","33","0.56","236","4.00","382","6.47","25","0.42","8","0.14","5","0.08","44","0.75","-","-","5","0.08","12","0.20","-","-","1","0.08","-","-","-","-","7","0.58","-","-","4","0.33"
"秋田県","72","1.31","-","","11","0.31","67","1.91","231","6.60","17","0.49","30","0.86","2","0.06","10","0.29","-","-","1","0.03","7","0.20","1","0.14","3","0.43","-","-","-","-","9","1.13","-","-","5","0.63"
"山形県","159","3.31","9","","15","0.50","183","6.10","254","8.47","7","0.23","1","0.03","8","0.27","20","0.67","1","0.03","2","0.07","5","0.17","-","-","1","0.13","-","-","-","-","5","0.50","-","-","7","0.70"
"福島県","251","3.26","16","","17","0.37","122","2.65","267","5.80","24","0.52","2","0.04","9","0.20","31","0.67","-","-","-","-","13","0.28","-","-","17","1.42","1","0.14","-","-","1","0.14","-","-","10","1.43"
"茨城県","70","0.58","8","","33","0.44","209","2.79","406","5.41","35","0.47","8","0.11","6","0.08","20","0.27","-","-","2","0.03","7","0.09","-","-","20","1.18","-","-","-","-","2","0.15","-","-","5","0.38"
"栃木県","129","1.70","2","","18","0.38","100","2.08","171","3.56","23","0.48","3","0.06","3","0.06","36","0.75","-","-","2","0.04","8","0.17","-","-","14","1.17","-","-","-","-","1","0.14","-","-","5","0.71"
"群馬県","141","1.48","11","","27","0.47","195","3.36","454","7.83","13","0.22","11","0.19","15","0.26","36","0.62","-","-","1","0.02","45","0.78","-","-","18","1.29","-","-","1","0.13","2","0.25","-","-","19","2.38"
"埼玉県","412","1.60","21","","105","0.64","649","3.98","1622","9.95","88","0.54","14","0.09","14","0.09","110","0.67","1","0.01","9","0.06","84","0.52","1","0.03","40","1.00","1","0.10","-","-","3","0.30","-","-","11","1.10"
"千葉県","276","1.28","8","","82","0.61","508","3.76","824","6.10","101","0.75","20","0.15","9","0.07","89","0.66","4","0.03","10","0.07","43","0.32","2","0.06","50","1.43","1","0.11","1","0.11","4","0.44","-","-","5","0.56"
"東京都","495","1.20","40","","142","0.54","746","2.85","2051","7.83","176","0.67","61","0.23","26","0.10","203","0.77","-","-","10","0.04","54","0.21","-","-","36","0.92","2","0.08","-","-","2","0.08","-","-","13","0.52"
"神奈川県","332","0.97","26","","103","0.47","627","2.88","1724","7.91","179","0.82","39","0.18","9","0.04","147","0.67","1","0.00","6","0.03","105","0.48","-","-","105","2.14","1","0.11","-","-","3","0.33","-","-","8","0.89"
"新潟県","389","4.32","12","","55","0.96","180","3.16","387","6.79","25","0.44","12","0.21","14","0.25","18","0.32","-","-","3","0.05","95","1.67","1","0.10","9","0.90","-","-","2","0.15","2","0.15","1","0.08","5","0.38"
"富山県","58","1.21","16","","13","0.45","68","2.34","333","11.48","17","0.59","28","0.97","-","-","16","0.55","-","-","2","0.07","46","1.59","-","-","8","1.14","-","-","-","-","1","0.20","-","-","7","1.40"
"石川県","85","1.77","3","","27","0.93","72","2.48","386","13.31","14","0.48","5","0.17","2","0.07","13","0.45","-","-","-","-","2","0.07","-","-","6","0.86","-","-","-","-","3","0.60","-","-","6","1.20"
"福井県","46","1.44","-","","8","0.36","69","3.14","329","14.95","12","0.55","3","0.14","-","-","6","0.27","-","-","1","0.05","14","0.64","-","-","1","0.33","2","0.33","1","0.17","1","0.17","-","-","11","1.83"
"山梨県","51","1.24","-","","13","0.54","73","3.04","101","4.21","9","0.38","-","-","2","0.08","8","0.33","-","-","-","-","14","0.58","-","-","11","1.22","-","-","1","0.10","5","0.50","-","-","-","-"
"長野県","220","2.53","4","","9","0.17","155","2.87","463","8.57","32","0.59","6","0.11","4","0.07","12","0.22","-","-","1","0.02","116","2.15","-","-","4","0.36","-","-","-","-","4","0.36","-","-","12","1.09"
"岐阜県","74","0.85","4","","19","0.36","72","1.36","191","3.60","13","0.25","1","0.02","-","-","14","0.26","-","-","2","0.04","32","0.60","-","-","6","0.55","-","-","-","-","4","0.80","-","-","8","1.60"
"静岡県","216","1.55","7","","42","0.47","332","3.73","629","7.07","49","0.55","9","0.10","5","0.06","59","0.66","-","-","4","0.04","43","0.48","-","-","16","0.73","1","0.10","-","-","2","0.20","-","-","4","0.40"
"愛知県","191","0.98","40","","69","0.38","403","2.21","1146","6.30","109","0.60","67","0.37","5","0.03","68","0.37","1","0.01","5","0.03","53","0.29","-","-","24","0.69","1","0.07","1","0.07","4","0.27","-","-","17","1.13"
"三重県","61","0.85","10","","52","1.16","101","2.24","373","8.29","31","0.69","21","0.47","2","0.04","22","0.49","2","0.04","5","0.11","11","0.24","-","-","4","0.33","1","0.11","-","-","-","-","-","-","2","0.22"
"滋賀県","35","0.66","5","","34","1.06","53","1.66","212","6.63","18","0.56","25","0.78","2","0.06","19","0.59","-","-","17","0.53","20","0.63","-","-","6","0.75","-","-","-","-","1","0.14","-","-","1","0.14"
"京都府","93","0.74","4","","59","0.78","160","2.11","585","7.70","19","0.25","112","1.47","1","0.01","38","0.50","-","-","11","0.14","22","0.29","-","-","9","0.50","-","-","-","-","-","-","-","-","1","0.14"
"大阪府","203","0.66","69","","157","0.79","559","2.80","1557","7.79","102","0.51","260","1.30","10","0.05","119","0.60","5","0.03","31","0.16","121","0.61","2","0.04","15","0.29","-","-","2","0.12","3","0.18","1","0.06","20","1.18"
